File Number,Date of Report,Crime Date Time,Crime,Reporting Area,Neighborhood,Location
2012-01861,3/12/2012 19:46,3/12/2012 19:46,Aggravated Assault,613,Mid-Cambridge,"1500 CAMBRIDGE STREET, Cambridge, MA"
2012-01862,3/12/2012 21:17,3/12/2012 21:17,Domestic Dispute,507,Cambridgeport,"0 MAGAZINE STREET, Cambridge, MA"
2012-01865,3/13/2012 1:36,3/13/2012 1:36,Mal. Dest. Property,1002,West Cambridge,"0 BENNETT STREET, Cambridge, MA"
2012-01866,3/13/2012 6:03,03/13/2012 00:00 - 06:03,Mal. Dest. Property,504,Cambridgeport,"0 SIDNEY STREET, Cambridge, MA"
2012-01868,3/13/2012 10:15,3/13/2012 10:14,Warrant Arrest,203,MIT,"0 MASSACHUSETTS Avenue, Cambridge, MA"
2012-01869,3/13/2012 10:03,03/13/2012 08:00 - 10:02,Larceny from MV,708,Riverside,"0 DUNSTER STREET, Cambridge, MA"
2012-01870,3/13/2012 10:01,03/13/2012 10:00 - 10:01,Shoplifting,201,MIT,"0 Cambridge CENTER, Cambridge, MA"
2012-01871,3/13/2012 10:17,03/13/2012 09:00 - 10:00,Larceny from MV,602,Mid-Cambridge,"DANA STREET & HARVARD STREET, Cambridge, MA"
2012-01872,3/13/2012 11:09,03/09/2012 16:00 - 03/13/2012 07:00,Larceny from Building,508,Cambridgeport,"200 ERIE STREET, Cambridge, MA"
2012-01873,3/13/2012 10:30,3/13/2012 10:29,Drugs,504,Cambridgeport,"0 PEARL STREET, Cambridge, MA"
2012-01876,3/13/2012 12:13,3/13/2012 12:13,Larceny from MV,1202,Highlands,"0 NORMANDY Avenue, Cambridge, MA"
2012-01878,3/13/2012 13:51,3/13/2012 13:51,Commercial Robbery,1002,West Cambridge,"500 MASSACHUSETTS Avenue, Cambridge, MA"
2012-01880,3/13/2012 14:49,3/13/2012 14:48,Shoplifting,501,Cambridgeport,"600 MASSACHUSETTS Avenue, Cambridge, MA"
2012-01881,3/13/2012 15:22,3/13/2012 15:21,Larceny from Building,708,Riverside,"0 BOW STREET, Cambridge, MA"
2012-01883,3/13/2012 15:47,01/07/2012 17:05 - 03/13/2012 15:46,Forgery,304,Inman/Harrington,"100 WILLOW STREET, Cambridge, MA"
2012-01884,3/13/2012 15:40,3/13/2012 15:39,Domestic Dispute,1109,North Cambridge,"400 RINDGE Avenue, Cambridge, MA"
2012-01885,3/13/2012 16:33,3/13/2012 16:32,Larceny from MV,1204,Highlands,"200 Alewife Brook Pky, Cambridge, MA"
2012-01886,3/13/2012 17:04,04/25/2011 16:00 - 17:00,Larceny from Residence,701,Riverside,"800 MASSACHUSETTS Avenue, Cambridge, MA"
2012-01888,3/13/2012 18:16,3/13/2012 18:16,Street Robbery,403,Area 4,"200 WINDSOR STREET, Cambridge, MA"
2012-01889,3/13/2012 18:34,3/13/2012 18:33,Aggravated Assault,1002,West Cambridge,"0 BRATTLE STREET, Cambridge, MA"
2012-01891,3/13/2012 20:28,03/13/2012 19:00 - 20:27,Larceny from MV,108,East Cambridge,"BENT STREET & SECOND STREET, Cambridge, MA"
2012-01894,3/14/2012 0:26,03/13/2012 20:00 - 03/14/2012 00:25,Larceny from MV,905,Peabody,"0 LINNAEAN STREET, Cambridge, MA"
2012-01895,3/14/2012 2:27,03/13/2012 17:40 - 03/14/2012 02:26,Auto Theft,105,East Cambridge,"0 FIFTH STREET, Cambridge, MA"
2012-01896,3/14/2012 7:36,03/13/2012 11:00 - 11:30,Larceny from MV,408,Area 4,"800 MAIN STREET, Cambridge, MA"
2012-01897,3/14/2012 7:47,3/14/2012 7:47,Harassment,411,Area 4,"700 Massachusetts Avenue, Cambridge, MA"
2012-01898,3/14/2012 7:44,3/14/2012 7:44,Domestic Dispute,105,East Cambridge,"100 SCIARAPPA STREET, Cambridge, MA"
2012-01899,3/14/2012 8:11,3/14/2012 8:10,Domestic Dispute,1109,North Cambridge,"400 RINDGE Avenue, Cambridge, MA"
2012-01901,3/14/2012 10:34,03/05/2012 14:00 - 17:00,Larceny from Person,105,East Cambridge,"CHARLES STREET & Fulkerson STREET, Cambridge, MA"
2012-01907,3/14/2012 11:38,03/13/2012 15:00 - 16:00,Larceny from MV,408,Area 4,"STATE STREET & VILLAGE STREET, Cambridge, MA"
2012-01910,3/14/2012 14:07,3/14/2012 14:07,Aggravated Assault,606,Mid-Cambridge,"500 BROADWAY, Cambridge, MA"
2012-01911,3/14/2012 15:08,03/12/2012 09:30 - 11:00,Larceny from MV,203,MIT,"100 MASSACHUSETTS Avenue, Cambridge, MA"
2012-01913,3/14/2012 17:01,03/14/2012 16:45 - 17:05,Shoplifting,1002,West Cambridge,"100 CHURCH STREET, Cambridge, MA"
2012-01914,3/14/2012 18:02,03/14/2012 10:00 - 14:30,Larceny from Building,1016,West Cambridge,"200 COOLIDGE HILL, Cambridge, MA"
2012-01915,3/14/2012 19:19,03/14/2012 16:00 - 17:20,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2012-01917,3/14/2012 21:53,3/14/2012 21:53,Threats,107,East Cambridge,"100 OTIS STREET, Cambridge, MA"
2012-01918,3/14/2012 22:20,3/14/2012 22:19,Hit and Run,1104,North Cambridge,"GLADSTONE STREET & MASSACHUSETTS AVENUE, Cambridge, MA"
2012-01919,3/15/2012 0:10,3/14/2012 20:00,Larceny from Person,1002,West Cambridge,"100 WINTHROP STREET, Cambridge, MA"
2012-01921,3/15/2012 2:34,3/15/2012 2:33,Domestic Dispute,406,Area 4,"100 HAMPSHIRE STREET, Cambridge, MA"
2012-01922,3/15/2012 10:13,03/12/2012 16:00 - 18:00,Shoplifting,1002,West Cambridge,"0 CHURCH STREET, Cambridge, MA"
2012-01925,3/15/2012 12:29,3/15/2012 12:29,Warrant Arrest,502,Cambridgeport,"200 ALBANY STREET, Cambridge, MA"
2012-01927,3/15/2012 13:27,03/14/2012 08:00 - 18:00,Mal. Dest. Property,501,Cambridgeport,"0 BROOKLINE STREET, Cambridge, MA"
2012-01928,3/15/2012 13:34,03/14/2012 22:15 - 03/15/2012 11:00,Hit and Run,910,Peabody,"0 LINCOLN WAY, Cambridge, MA"
2012-01930,3/15/2012 14:13,3/15/2012 13:15,Larceny from Residence,706,Riverside,"0 PUTNAM GDNS, Cambridge, MA"
2012-01931,3/15/2012 14:29,03/15/2005 14:29 - 03/15/2012 14:37,Forgery,108,East Cambridge,"100 SIXTH STREET, Cambridge, MA"
2012-01932,3/15/2012 16:21,3/15/2012 16:21,Harassment,605,Mid-Cambridge,"100 KIRKLAND STREET, Cambridge, MA"
2012-01933,3/15/2012 16:44,12/02/2011 15:00 - 03/15/2012 16:43,Auto Theft,701,Riverside,"800 MASSACHUSETTS Avenue, Cambridge, MA"
2012-01934,3/15/2012 17:13,03/15/2011 17:12 - 03/15/2012 17:12,Embezzlement,1003,West Cambridge,"1000 MEMORIAL DRIVE, Cambridge, MA"
2012-01936,3/15/2012 16:47,3/15/2012 12:00,Simple Assault,706,Riverside,"100 Putnam Avenue, Cambridge, MA"
2012-01937,3/15/2012 18:04,03/15/2012 08:00 - 18:04,Larceny of Bicycle,105,East Cambridge,"100 SCIARAPPA STREET, Cambridge, MA"
2012-01938,3/15/2012 18:06,3/15/2012 18:06,Simple Assault,1109,North Cambridge,"300 RINDGE Avenue, Cambridge, MA"
2012-01939,3/15/2012 18:10,03/15/2012 17:10 - 17:20,Shoplifting,708,Riverside,"0 JFK STREET, Cambridge, MA"
2012-01940,3/15/2012 19:40,03/14/2012 15:00 - 16:00,Larceny from MV,702,Riverside,"MASSACHUSETTS Avenue & PUTNAM AVENUE, Cambridge, MA"
2012-01943,3/15/2012 23:47,03/15/2012 17:00 - 23:47,Larceny of Bicycle,804,Agassiz,"0 FOREST STREET, Cambridge, MA"
2012-01944,3/16/2012 0:04,03/15/2012 20:00 - 20:45,Larceny from Building,1102,North Cambridge,"2300 MASSACHUSETTS Avenue, Cambridge, MA"
2012-01945,3/16/2012 1:19,03/15/2012 21:00 - 03/16/2012 01:30,Mal. Dest. Property,205,MIT,"300 VASSAR STREET, Cambridge, MA"
2012-01946,3/16/2012 8:12,3/16/2012 8:11,Warrant Arrest,501,Cambridgeport,"MASSACHUSETTS Avenue & PEARL STREET, Cambridge, MA"
2012-01947,3/16/2012 7:55,03/16/2012 00:00 - 07:00,Housebreak,604,Mid-Cambridge,"0 ELLSWORTH Avenue, Cambridge, MA"
2012-01948,3/16/2012 8:19,03/16/2012 03:30 - 03:40,Housebreak,604,Mid-Cambridge,"1500 CAMBRIDGE STREET, Cambridge, MA"
2012-01952,3/16/2012 10:50,02/26/2012 21:00 - 03/08/2012 18:00,Larceny from Residence,605,Mid-Cambridge,"0 IRVING STREET, Cambridge, MA"
2012-01953,3/16/2012 12:52,3/16/2012 12:51,Domestic Dispute,1303,Strawberry Hill,"0 STREET SAUVEUR COURT, Cambridge, MA"
2012-01954,3/16/2012 13:03,3/16/2012 13:03,Domestic Dispute,107,East Cambridge,"100 CAMBRIDGE STREET, Cambridge, MA"
2012-01957,3/16/2012 14:11,03/16/2012 07:00 - 10:00,Housebreak,409,Area 4,"0 ELM STREET, Cambridge, MA"
2012-01958,3/16/2012 13:57,3/16/2012 13:56,Flim Flam,107,East Cambridge,"0 GORE STREET, Cambridge, MA"
2012-01959,3/16/2012 14:47,3/16/2012 14:47,Drugs,501,Cambridgeport,"500 MASSACHUSETTS Avenue, Cambridge, MA"
2012-01961,3/16/2012 17:39,03/16/2012 07:50 - 15:50,Hit and Run,1303,Strawberry Hill,"700 HURON Avenue, Cambridge, MA"
2012-01963,3/16/2012 17:34,3/16/2012 17:34,Larceny from Person,102,East Cambridge,"100 Cambridgeside PLACE, Cambridge, MA"
2012-01964,3/16/2012 18:23,12/01/2011 18:48 - 03/16/2012 18:23,Phone Calls,103,East Cambridge,"300 THIRD STREET, Cambridge, MA"
2012-01965,3/16/2012 20:27,3/16/2012 20:26,Housebreak,504,Cambridgeport,"0 PEARL STREET, Cambridge, MA"
2012-01966,3/16/2012 21:23,3/16/2012 21:22,Larceny from Building,101,East Cambridge,"0 MUSEUM WAY, Cambridge, MA"
2012-01967,3/16/2012 21:59,03/16/2012 20:00 - 22:00,Larceny from MV,408,Area 4,"MAIN STREET & WINDSOR STREET, Cambridge, MA"
2012-01969,3/16/2012 23:32,3/16/2012 23:31,Street Robbery,905,Peabody,"Richdale Avenue & UPLAND ROAD , Cambridge, MA"
2012-01970,3/16/2012 23:56,3/16/2012 23:56,Disorderly,501,Cambridgeport,"500 MASSACHUSETTS Avenue, Cambridge, MA"
2012-01972,3/17/2012 1:18,3/17/2012 1:17,Aggravated Assault,304,Inman/Harrington,"100 YORK STREET, Cambridge, MA"
2012-01973,3/17/2012 2:04,3/17/2012 2:03,Domestic Dispute,105,East Cambridge,"100 FIFTH STREET, Cambridge, MA"
2012-01974,3/17/2012 2:10,3/17/2012 2:10,Simple Assault,103,East Cambridge,"400 THIRD STREET, Cambridge, MA"
2012-01975,3/17/2012 2:31,3/17/2012 2:31,Housebreak,902,Peabody,"100 FOLLEN STREET, Cambridge, MA"
2012-01976,3/17/2012 5:08,3/17/2012 5:07,Mal. Dest. Property,202,MIT,"100 MEMORIAL DRIVE, Cambridge, MA"
2012-01977,3/17/2012 8:41,3/17/2012 8:41,Simple Assault,1104,North Cambridge,"2500 MASSACHUSETTS Avenue, Cambridge, MA"
2012-01978,3/17/2012 9:42,03/16/2012 19:00 - 03/17/2012 07:00,Larceny from MV,508,Cambridgeport,"ALLSTON STREET & PLEASANT STREET, Cambridge, MA"
2012-01979,3/17/2012 8:46,03/16/2011 22:00 - 03/17/2012 08:00,Housebreak,1008,West Cambridge,"0 KENWAY STREET, Cambridge, MA"
2012-01981,3/17/2012 11:37,03/16/2012 20:00 - 03/17/2012 11:37,Mal. Dest. Property,1302,Strawberry Hill,"0 SPRUCE Avenue, Cambridge, MA"
2012-01982,3/17/2012 11:28,03/16/2012 22:00 - 03/17/2012 09:30,Larceny from MV,1008,West Cambridge,"0 CHANNING STREET, Cambridge, MA"
2012-01984,3/17/2012 15:34,3/17/2012 15:34,Shoplifting,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2012-01985,3/17/2012 16:06,3/17/2012 16:06,Larceny from Building,804,Agassiz,"1800 MASSACHUSETTS Avenue, Cambridge, MA"
2012-01986,3/17/2012 16:45,3/17/2012 16:45,Hit and Run,708,Riverside,"0 DUNSTER STREET, Cambridge, MA"
2012-01987,3/17/2012 17:19,3/17/2012 17:19,Domestic Dispute,603,Mid-Cambridge,"0 CHATHAM STREET, Cambridge, MA"
2012-01988,3/17/2012 18:44,3/17/2012 18:43,Hit and Run,902,Peabody,"1600 MASSACHUSETTS Avenue, Cambridge, MA"
2012-01989,3/17/2012 19:34,03/17/2012 19:30 - 19:40,Arson,510,Cambridgeport,"800 MEMORIAL DRIVE, Cambridge, MA"
2012-01990,3/17/2012 21:52,3/17/2012 21:52,Aggravated Assault,502,Cambridgeport,"100 LANDSDOWNE STREET, Cambridge, MA"
2012-01991,3/17/2012 23:18,3/17/2012 21:25,Larceny from Person,708,Riverside,"1400 Massachusetts Avenue, Cambridge, MA"
2012-01992,3/17/2012 22:31,03/17/2012 19:00 - 20:00,Housebreak,604,Mid-Cambridge,"100 HIGHLAND Avenue, Cambridge, MA"
2012-01993,3/17/2012 23:42,03/17/2012 23:30 - 23:41,Aggravated Assault,1108,North Cambridge,"0 CLIFTON STREET, Cambridge, MA"
2012-01994,3/18/2012 0:41,3/18/2012 0:41,Domestic Dispute,1301,Strawberry Hill,"100 HOMER Avenue, Cambridge, MA"
2012-01995,3/18/2012 9:28,3/18/2012 9:27,Domestic Dispute,305,Inman/Harrington,"0 LINCOLN STREET, Cambridge, MA"
2012-01997,3/18/2012 10:57,3/18/2012 10:57,Larceny from Building,1101,North Cambridge,"800 SOMERVILLE Avenue, Cambridge, MA"
2012-01998,3/18/2012 11:50,3/18/2012 11:50,Simple Assault,1101,North Cambridge,"0 White STREET, Cambridge, MA"
2012-02000,3/18/2012 13:30,3/18/2012 13:30,Harassment,1102,North Cambridge,"0 WOODBRIDGE STREET, Cambridge, MA"
2012-02001,3/18/2012 15:22,03/18/2012 14:00 - 15:22,Larceny from Building,411,Area 4,"600 MASSACHUSETTS Avenue, Cambridge, MA"
2012-02004,3/18/2012 16:39,3/18/2012 16:38,Drugs,405,Area 4,"200 WINDSOR STREET, Cambridge, MA"
2012-02007,3/18/2012 17:21,3/18/2012 17:20,Domestic Dispute,504,Cambridgeport,"200 FRANKLIN STREET, Cambridge, MA"
2012-02008,3/18/2012 18:41,3/18/2012 18:40,Larceny from Person,1002,West Cambridge,"100 CHURCH STREET, Cambridge, MA"
2012-02012,3/18/2012 19:33,3/18/2012 19:33,Larceny from Residence,403,Area 4,"200 NEWTOWNE COURT, Cambridge, MA"
2012-02013,3/18/2012 19:10,3/18/2012 19:10,Domestic Dispute,105,East Cambridge,"200 CHARLES STREET, Cambridge, MA"
2012-02014,3/18/2012 20:15,03/18/2012 20:00 - 20:30,Simple Assault,910,Peabody,"0 WALDEN SQUAREUARE ROAD , Cambridge, MA"
2012-02015,3/18/2012 20:50,02/12/2012 21:03 - 03/18/2012 20:49,Harassment,805,Agassiz,"100 WENDELL STREET, Cambridge, MA"
2012-02016,3/18/2012 21:01,03/17/2012 18:00 - 03/18/2012 19:00,Mal. Dest. Property,703,Riverside,"100 RIVER STREET, Cambridge, MA"
2012-02018,3/18/2012 22:15,3/18/2012 22:14,Shoplifting,1101,North Cambridge,"0 White STREET, Cambridge, MA"
2012-02019,3/19/2012 3:21,03/19/2012 03:15 - 03:21,Aggravated Assault,913,Peabody,"500 CONCORD Avenue, Cambridge, MA"
2012-02020,3/19/2012 8:35,03/18/2012 16:00 - 03/19/2012 06:00,Larceny from Residence,406,Area 4,"300 PROSPECT STREET, Cambridge, MA"
2012-02022,3/19/2012 9:29,03/10/2012 12:32 - 03/18/2012 12:32,Hit and Run,105,East Cambridge,"SEVENTH STREET & THORNDIKE STREET, Cambridge, MA"
2012-02023,3/19/2012 9:59,03/16/2012 22:00 - 03/19/2012 09:58,Auto Theft,302,Inman/Harrington,"1000 CAMBRIDGE STREET, Cambridge, MA"
2012-02026,3/19/2012 11:04,02/19/2012 11:03 - 03/11/2012 11:03,Larceny from Residence,707,Riverside,"0 Mount Auburn STREET, Cambridge, MA"
2012-02027,3/19/2012 11:34,2/25/2012 21:30,Larceny from Building,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2012-02029,3/19/2012 12:37,03/18/2012 03:00 - 03:20,Street Robbery,901,Peabody,"GARDEN STREET & Cambridge Common, Cambridge, MA"
2012-02030,3/19/2012 12:18,03/18/2012 21:00 - 03/19/2012 10:00,Larceny (Misc),202,MIT,"100 AMHERST STREET, Cambridge, MA"
2012-02033,3/19/2012 16:44,3/19/2012 14:45,Larceny from Person,1002,West Cambridge,"0 Harvard SQUARE, Cambridge, MA"
2012-02035,3/19/2012 17:14,02/03/2012 17:13 - 03/19/2012 17:13,Harassment,403,Area 4,"100 Harvard STREET, Cambridge, MA"
2012-02037,3/19/2012 18:36,03/19/2012 14:30 - 14:50,Shoplifting,509,Cambridgeport,"700 MEMORIAL DRIVE, Cambridge, MA"
2012-02038,3/19/2012 19:46,03/17/2012 22:00 - 03/18/2012 02:00,Larceny from MV,403,Area 4,"BROADWAY & PORTLAND STREET, Cambridge, MA"
2012-02039,3/19/2012 18:53,3/19/2012 18:53,Threats,105,East Cambridge,"200 THORNDIKE STREET, Cambridge, MA"
2012-02040,3/19/2012 19:10,3/19/2012 19:09,Simple Assault,506,Cambridgeport,"FRANKLIN STREET & PEARL STREET, Cambridge, MA"
2012-02041,3/19/2012 20:30,03/19/2012 19:00 - 20:20,Larceny from Person,1002,West Cambridge,"0 BRATTLE STREET, Cambridge, MA"
2012-02042,3/19/2012 21:40,3/19/2012 21:39,Domestic Dispute,1109,North Cambridge,"400 RINDGE Avenue, Cambridge, MA"
2012-02044,3/20/2012 1:17,3/20/2012 1:16,Hit and Run,304,Inman/Harrington,"300 CARDINAL MEDEIROS Avenue, Cambridge, MA"
2012-02045,3/20/2012 2:34,3/20/2012 2:34,Aggravated Assault,411,Area 4,"600 MASSACHUSETTS Avenue, Cambridge, MA"
2012-02046,3/20/2012 7:27,03/20/2012 00:00 - 07:26,Auto Theft,910,Peabody,"200 RICHDALE Avenue, Cambridge, MA"
2012-02047,3/20/2012 8:21,03/19/2012 19:30 - 03/20/2012 08:00,Larceny from MV,603,Mid-Cambridge,"300 HARVARD STREET, Cambridge, MA"
2012-02050,3/20/2012 9:50,3/18/2012 21:00,Larceny from Person,708,Riverside,"1300 MASSACHUSETTS Avenue, Cambridge, MA"
2012-02051,3/20/2012 9:44,03/19/2012 21:00 - 03/20/2012 08:00,Larceny from MV,707,Riverside,"FLAGG STREET & PUTNAM AVENUE, Cambridge, MA"
2012-02052,3/20/2012 11:30,03/20/2012 11:00 - 11:20,Larceny from Building,606,Mid-Cambridge,"500 BROADWAY, Cambridge, MA"
2012-02053,3/20/2012 12:01,3/20/2012 12:01,Drugs,305,Inman/Harrington,"0 PORTSMOUTH STREET, Cambridge, MA"
2012-02055,3/20/2012 14:32,3/18/2012 3:30,Simple Assault,411,Area 4,"100 Bishop Allen DRIVE, Cambridge, MA"
2012-02056,3/20/2012 14:14,03/20/2012 13:55 - 14:05,Larceny from Building,1016,West Cambridge,"200 COOLIDGE HILL, Cambridge, MA"
2012-02058,3/20/2012 15:38,3/20/2012 15:38,Warrant Arrest,108,East Cambridge,"100 Sixth STREET, Cambridge, MA"
2012-02059,3/20/2012 11:51,3/15/2012 20:45,Forgery,708,Riverside,"0 JFK STREET, Cambridge, MA"
2012-02060,3/20/2012 15:59,3/20/2012 15:59,Larceny from Building,1109,North Cambridge,"300 RINDGE Avenue, Cambridge, MA"
2012-02061,3/19/2012 17:06,3/19/2012 17:06,Drugs,601,Mid-Cambridge,"700 MASSACHUSETTS Avenue, Cambridge, MA"
2012-02062,3/20/2012 17:00,03/12/2012 16:00 - 03/19/2012 07:30,Larceny from Building,804,Agassiz,"0 SACRAMENTO STREET, Cambridge, MA"
2012-02063,3/20/2012 16:18,03/19/2012 23:00 - 03/20/2012 06:00,Larceny from MV,903,Peabody,"0 AVON STREET, Cambridge, MA"
2012-02064,3/20/2012 17:01,3/20/2012 17:00,Disorderly,613,Mid-Cambridge,"1500 CAMBRIDGE STREET, Cambridge, MA"
2012-02065,3/20/2012 17:01,03/18/2012 12:45 - 13:00,Larceny from Building,205,MIT,"600 MEMORIAL DRIVE, Cambridge, MA"
2012-02066,3/20/2012 18:29,3/20/2012 18:29,Threats,1106,North Cambridge,"0 HARRINGTON ROAD , Cambridge, MA"
2012-02067,3/20/2012 19:56,3/20/2012 19:56,Simple Assault,1002,West Cambridge,"1400 MASSACHUSETTS Avenue, Cambridge, MA"
2012-02068,3/20/2012 20:11,3/20/2012 20:11,Drugs,411,Area 4,"500 MASSACHUSETTS Avenue, Cambridge, MA"
2012-02069,3/20/2012 20:17,03/20/2012 19:15 - 19:30,Larceny from Person,605,Mid-Cambridge,"0 QUINCY STREET, Cambridge, MA"
2012-02071,3/21/2012 2:24,3/21/2012 2:24,Housebreak,509,Cambridgeport,"0 TUFTS STREET, Cambridge, MA"
2012-02072,3/21/2012 6:51,03/20/2012 23:00 - 03/21/2012 04:00,Housebreak,508,Cambridgeport,"0 PRINCE STREET, Cambridge, MA"
2012-02073,3/21/2012 8:07,03/20/2012 21:00 - 03/21/2012 08:00,Larceny from MV,903,Peabody,"BOWDOIN STREET & LINNAEAN STREET, Cambridge, MA"
2012-02074,3/21/2012 9:44,03/20/2012 23:00 - 03/21/2012 02:24,Housebreak,509,Cambridgeport,"100 GRANITE STREET, Cambridge, MA"
2012-02076,3/21/2012 10:17,3/21/2012 10:16,Mal. Dest. Property,601,Mid-Cambridge,"700 Massachusetts Avenue, Cambridge, MA"
2012-02079,3/21/2012 12:22,03/21/2012 09:00 - 13:00,Forgery,707,Riverside,"0 ARROW STREET, Cambridge, MA"
2012-02081,3/21/2012 12:55,3/21/2012 12:54,Domestic Dispute,1109,North Cambridge,"400 RINDGE Avenue, Cambridge, MA"
2012-02082,3/21/2012 14:17,3/21/2012 14:16,Aggravated Assault,411,Area 4,"BISHOP ALLEN DRIVE & DOUGLASS STREET, Cambridge, MA"
2012-02083,3/21/2012 14:09,3/21/2012 14:09,Warrant Arrest,305,Inman/Harrington,"100 WEBSTER Avenue, Cambridge, MA"
2012-02084,3/21/2012 15:30,3/21/2012 15:30,Forgery,409,Area 4,"0 ELM STREET, Cambridge, MA"
2012-02085,3/21/2012 12:48,03/20/2012 23:00 - 03/21/2012 12:00,Mal. Dest. Property,304,Inman/Harrington,"200 CARDINAL MEDEIROS Avenue, Cambridge, MA"
2012-02089,3/21/2012 17:36,09/15/2011 17:35 - 03/21/2012 17:35,Threats,605,Mid-Cambridge,"100 KIRKLAND STREET, Cambridge, MA"
2012-02090,3/21/2012 16:37,03/21/2012 13:00 - 16:36,Auto Theft,702,Riverside,"1100 MASSACHUSETTS Avenue, Cambridge, MA"
2012-02091,3/21/2012 17:24,03/21/2012 17:10 - 17:23,Domestic Dispute,1101,North Cambridge,"0 BEECH STREET, Cambridge, MA"
2012-02092,3/21/2012 18:57,03/21/2012 18:00 - 18:56,Larceny of Bicycle,102,East Cambridge,"100 CAMBRIDGESIDE PLACE, Cambridge, MA"
2012-02093,3/21/2012 19:30,03/17/2012 10:00 - 03/18/2012 02:00,Larceny from Residence,707,Riverside,"0 PUTNAM Avenue, Cambridge, MA"
2012-02094,3/21/2012 19:51,3/21/2012 19:50,Shoplifting,510,Cambridgeport,"300 River STREET, Cambridge, MA"
2012-02095,3/21/2012 20:59,3/21/2012 20:58,Hit and Run,706,Riverside,"Flagg STREET & Banks STREET, Cambridge, MA"
2012-02096,3/21/2012 20:32,3/21/2012 20:31,Domestic Dispute,604,Mid-Cambridge,"0 ELLSWORTH Avenue, Cambridge, MA"
2012-02097,3/21/2012 20:30,03/19/2012 12:00 - 03/21/2012 20:29,Forgery,902,Peabody,"0 CONCORD Avenue, Cambridge, MA"
2012-02098,3/21/2012 21:56,03/21/2012 16:00 - 21:30,Housebreak,907,Peabody,"0 BOND STREET, Cambridge, MA"
2012-02099,3/22/2012 7:41,03/20/2012 16:00 - 03/21/2012 08:00,Commercial Break,502,Cambridgeport,"100 ERIE STREET, Cambridge, MA"
2012-02100,3/22/2012 8:11,03/21/2012 17:00 - 03/22/2012 08:00,Larceny from MV,805,Agassiz,"100 MUSEUM STREET, Cambridge, MA"
2012-02102,3/22/2012 9:10,03/21/2012 20:00 - 03/22/2012 08:00,Larceny from MV,507,Cambridgeport,"0 WILLIAM STREET, Cambridge, MA"
2012-02103,3/22/2012 9:46,03/21/2012 06:30 - 18:00,Housebreak,1004,West Cambridge," BRATTLE STREET, Cambridge, MA"
2012-02104,3/22/2012 9:50,03/21/2012 09:00 - 23:00,Larceny of Bicycle,105,East Cambridge,"200 CHARLES STREET, Cambridge, MA"
2012-02105,3/22/2012 10:34,03/22/2012 10:34 - 11:00,Simple Assault,301,Inman/Harrington,"0 ROOSEVELT TOWERS, Cambridge, MA"
2012-02106,3/22/2012 10:29,03/22/2012 00:00 - 10:29,Mal. Dest. Property,304,Inman/Harrington,"0 BRISTOL STREET, Cambridge, MA"
2012-02108,3/22/2012 11:30,3/22/2012 11:30,Shoplifting,411,Area 4,"600 MASSACHUSETTS Avenue, Cambridge, MA"
2012-02109,3/22/2012 13:55,03/19/2012 09:00 - 17:00,Flim Flam,1014,West Cambridge,"0 LARCHWOOD DRIVE, Cambridge, MA"
2012-02110,3/22/2012 14:29,3/22/2012 14:28,Warrant Arrest,610,Mid-Cambridge,"300 BROADWAY, Cambridge, MA"
2012-02111,3/22/2012 14:58,03/21/2012 22:00 - 03/22/2012 09:00,Forgery,910,Peabody,"200 RICHDALE Avenue, Cambridge, MA"
2012-02112,3/22/2012 16:13,03/21/2012 22:00 - 03/22/2012 06:30,Larceny of Bicycle,604,Mid-Cambridge,"0 FAYETTE STREET, Cambridge, MA"
2012-02114,3/22/2012 16:47,03/21/2012 23:00 - 03/22/2012 08:00,Larceny of Bicycle,703,Riverside,"100 WESTERN Avenue, Cambridge, MA"
2012-02116,3/22/2012 17:42,03/22/2012 17:20 - 17:42,Larceny from Person,1002,West Cambridge,"1400 MASSACHUSETTS Avenue, Cambridge, MA"
2012-02117,3/22/2012 18:33,03/22/2012 13:00 - 14:00,Larceny from Building,401,Area 4,"600 TECHNOLOGY SQUARE, Cambridge, MA"
2012-02118,3/22/2012 20:30,3/22/2012 20:29,Warrant Arrest,411,Area 4,"500 MASSACHUSETTS Avenue, Cambridge, MA"
2012-02120,3/22/2012 22:22,03/22/2012 20:15 - 22:15,Larceny from MV,108,East Cambridge,"100 FIRST STREET, Cambridge, MA"
2012-02123,3/23/2012 7:45,3/23/2012 7:45,Commercial Break,1113,North Cambridge,"2100 MASSACHUSETTS Avenue, Cambridge, MA"
2012-02125,3/23/2012 10:18,03/22/2012 17:00 - 18:00,Flim Flam,403,Area 4,"0 NEWTOWNE COURT, Cambridge, MA"
2012-02126,3/23/2012 10:33,3/23/2012 10:32,Simple Assault,1109,North Cambridge,"400 RINDGE Avenue, Cambridge, MA"
2012-02128,3/23/2012 12:26,3/23/2012 12:25,Drugs,701,Riverside,"400 GREEN STREET, Cambridge, MA"
2012-02130,3/23/2012 14:33,03/19/2012 14:33 - 03/22/2012 14:33,Forgery,913,Peabody,"100 NEW STREET, Cambridge, MA"
